ticker,date,open,high,low,close,adj close,volume
HDFC.NS,2021-10-12,2749.7,2767.0,2735.0,2755.1,2755.1,1405440
HDFC.NS,2021-10-11,2739.0,2769.0,2726.8,2749.25,2749.25,1772928
HDFC.NS,2021-10-08,2731.0,2745.6,2716.0,2720.65,2720.65,1717789
HDFC.NS,2021-10-07,2770.7,2774.95,2722.6,2727.0,2727.0,2247447
HDFC.NS,2021-10-06,2729.0,2795.0,2717.0,2750.95,2750.95,3585527
HDFC.NS,2021-10-05,2720.0,2754.95,2715.45,2741.45,2741.45,2125481
HDFC.NS,2021-10-04,2740.15,2770.0,2720.6,2725.2,2725.2,2170245
HDFC.NS,2021-10-01,2738.6,2752.0,2693.6,2711.65,2711.65,2461059
HDFC.NS,2021-09-30,2729.9,2785.0,2721.2,2754.3,2754.3,4185583
HDFC.NS,2021-09-29,2786.5,2792.95,2757.0,2759.6,2746.45,1216394
HDFC.NS,2021-09-28,2842.0,2850.0,2760.95,2804.95,2804.95,2645677
HDFC.NS,2021-09-27,2845.75,2869.4,2824.8,2839.8,2839.8,2683402
HDFC.NS,2021-09-24,2818.6,2850.0,2800.0,2839.0,2839.0,2433032
HDFC.NS,2021-09-23,2756.1,2828.5,2730.0,2817.4,2817.4,3720176
HDFC.NS,2021-09-22,2765.0,2773.95,2717.7,2734.7,2734.7,3053209
HDFC.NS,2021-09-21,2760.0,2780.7,2724.75,2774.35,2774.35,2118812
HDFC.NS,2021-09-20,2795.3,2808.65,2733.0,2742.5,2742.5,2057361
HDFC.NS,2021-09-17,2832.25,2851.95,2801.7,2825.65,2825.65,4446319
HDFC.NS,2021-09-16,2800.0,2823.9,2798.5,2812.35,2812.35,1830788
HDFC.NS,2021-09-15,2768.1,2843.0,2795.0,2815.45,2815.45,1924569
HDFC.NS,2021-09-14,2864.95,2869.0,2810.0,2818.05,2818.05,2238099
HDFC.NS,2021-09-13,2768.1,2875.85,2833.3,2849.8,2849.8,3283559
HDFC.NS,2021-09-09,2768.1,2853.85,2813.8,2830.1,2830.1,1986751
HDFC.NS,2021-09-08,2838.25,2852.0,2802.25,2829.3,2829.3,2273613
HDFC.NS,2021-09-07,2769.8,2853.65,2749.95,2837.0,2837.0,4071326
HDFC.NS,2021-09-06,2768.1,2777.7,2741.2,2765.3,2765.3,1728760
HDFC.NS,2021-09-03,2768.1,2784.15,2742.1,2758.6,2758.6,1913462
HDFC.NS,2021-09-02,2756.9,2785.0,2737.25,2777.7,2777.7,1733860
HDFC.NS,2021-09-01,2790.0,2796.95,2756.15,2770.9,2747.75,824167
HDFC.NS,2021-08-31,2748.0,2812.0,2739.35,2798.5,2798.5,4933523
HDFC.NS,2021-08-30,2730.45,2764.9,2723.1,2755.7,2755.7,1731579
HDFC.NS,2021-08-27,2694.1,2724.65,2662.05,2718.2,2718.2,2760219
HDFC.NS,2021-08-26,2711.25,2720.0,2682.2,2700.35,2700.35,1852581
HDFC.NS,2021-08-25,2707.8,2718.5,2696.25,2699.25,2699.25,1714105
HDFC.NS,2021-08-24,2726.0,2729.9,2683.95,2691.25,2691.25,2984147
HDFC.NS,2021-08-23,2745.5,2758.5,2710.0,2721.95,2721.95,1901346
HDFC.NS,2021-08-20,2700.0,2738.95,2698.0,2725.75,2722.05,2820281
HDFC.NS,2021-08-18,2750.0,2770.3,2698.0,2710.75,2710.75,2500384
HDFC.NS,2021-08-17,2729.95,2732.6,2707.15,2722.8,2738.4,1629591
HDFC.NS,2021-08-16,2656.6,2734.45,2693.8,2731.15,2731.15,2465775
HDFC.NS,2021-08-13,2656.6,2715.0,2662.0,2704.15,2704.15,3247706
HDFC.NS,2021-08-12,2656.6,2675.25,2646.6,2668.75,2668.75,1701840
HDFC.NS,2021-08-11,2675.0,2689.5,2633.75,2658.5,2658.5,1768994
HDFC.NS,2021-08-10,2634.7,2673.1,2626.85,2667.2,2671.65,2379578
HDFC.NS,2021-08-09,2632.05,2646.25,2599.9,2623.9,2623.9,1751767
HDFC.NS,2021-08-06,2573.3,2673.0,2621.4,2628.1,2628.1,2139649
HDFC.NS,2021-08-05,2573.3,2685.0,2644.3,2661.7,2661.7,4020806
HDFC.NS,2021-08-04,2573.3,2681.0,2565.0,2676.05,2676.05,9604206
HDFC.NS,2021-08-03,2515.0,2560.0,2476.0,2554.65,2554.65,5962386
HDFC.NS,2021-08-02,2466.0,2487.0,2425.1,2462.05,2462.05,5007749
HDFC.NS,2021-07-30,2417.95,2464.7,2414.8,2441.15,2441.15,4128240
HDFC.NS,2021-07-29,2424.0,2433.65,2405.1,2414.8,2414.8,3288215
HDFC.NS,2021-07-28,2417.1,2432.45,2380.0,2425.8,2425.8,3987338
HDFC.NS,2021-07-27,2470.9,2474.0,2430.0,2433.95,2433.95,2679112
HDFC.NS,2021-07-26,2485.0,2485.0,2460.0,2464.3,2464.3,1462121
HDFC.NS,2021-07-23,2497.8,2501.6,2470.0,2482.5,2482.5,1275886
HDFC.NS,2021-07-22,2470.1,2493.05,2465.5,2490.3,2490.3,1792331
HDFC.NS,2021-07-20,2470.0,2480.5,2450.0,2458.75,2458.75,1731177
HDFC.NS,2021-07-19,2488.0,2497.7,2470.9,2481.65,2481.65,2261691
HDFC.NS,2021-07-16,2548.0,2558.0,2531.5,2536.9,2536.9,1568460
HDFC.NS,2021-07-15,2539.0,2555.0,2516.0,2540.1,2540.1,3272079
HDFC.NS,2021-07-14,2544.0,2544.9,2516.0,2531.1,2531.1,2724768
HDFC.NS,2021-07-13,2496.0,2549.95,2487.75,2544.9,2544.9,3715945
HDFC.NS,2021-07-12,2503.0,2511.0,2452.2,2476.95,2476.95,6816928
HDFC.NS,2021-07-09,2504.1,2509.0,2484.85,2496.45,2496.45,1348029
HDFC.NS,2021-07-08,2535.0,2543.85,2508.0,2512.05,2512.05,2683608
HDFC.NS,2021-07-07,2503.85,2545.8,2495.2,2529.2,2529.2,2541818
HDFC.NS,2021-07-06,2463.0,2518.9,2490.2,2496.4,2496.4,1427778
HDFC.NS,2021-07-05,2463.0,2496.8,2471.2,2494.9,2494.9,1234500
HDFC.NS,2021-07-02,2463.0,2480.0,2445.0,2475.7,2475.7,1949817
HDFC.NS,2021-07-01,2480.0,2491.35,2456.0,2459.4,2459.4,2189190
HDFC.NS,2021-06-30,2503.15,2515.0,2472.2,2475.25,2475.25,2797824
HDFC.NS,2021-06-29,2510.0,2510.0,2476.9,2501.2,2501.2,2670305
HDFC.NS,2021-06-28,2515.0,2523.1,2491.2,2494.95,2494.95,2139685
HDFC.NS,2021-06-25,2511.0,2515.0,2482.0,2509.2,2509.2,1871487
HDFC.NS,2021-06-24,2514.9,2515.0,2485.0,2487.4,2487.4,3257635
HDFC.NS,2021-06-23,2537.0,2537.0,2493.0,2497.2,2497.2,2179078
HDFC.NS,2021-06-22,2546.8,2546.8,2514.7,2522.9,2522.9,2603850
HDFC.NS,2021-06-21,2459.0,2524.2,2451.0,2516.4,2516.4,1891279
HDFC.NS,2021-06-18,2511.0,2511.0,2453.05,2488.1,2488.1,3082593
HDFC.NS,2021-06-17,2535.0,2506.95,2482.2,2487.3,2487.3,2657515
HDFC.NS,2021-06-16,2535.0,2545.0,2515.7,2521.45,2521.45,2290554
HDFC.NS,2021-06-15,2559.8,2559.8,2535.2,2545.1,2545.1,1589397
HDFC.NS,2021-06-14,2559.8,2559.8,2512.65,2539.2,2539.2,2124320
HDFC.NS,2021-06-11,2575.0,2594.3,2555.0,2559.8,2559.8,2339839
HDFC.NS,2021-06-10,2554.75,2567.85,2535.0,2561.9,2561.9,2115506
HDFC.NS,2021-06-09,2558.0,2579.25,2539.75,2544.75,2544.75,2784601
HDFC.NS,2021-06-07,2588.0,2626.0,2584.05,2613.0,2585.75,3593742
HDFC.NS,2021-06-08,2586.0,2589.9,2550.0,2554.5,2554.5,3046814
HDFC.NS,2021-06-04,2588.0,2626.0,2584.05,2619.05,2619.05,3592289
HDFC.NS,2021-06-03,2568.0,2602.95,2556.45,2578.3,2584.0,3635959
HDFC.NS,2021-06-02,2570.75,2581.85,2531.1,2562.15,2562.15,3550348
HDFC.NS,2021-06-01,2567.0,2610.0,2560.5,2580.75,2580.75,3899280
HDFC.NS,2021-05-31,2527.55,2564.8,2502.0,2552.85,2552.85,3220473
HDFC.NS,2021-05-28,2514.65,2549.85,2511.0,2541.35,2518.35,2547333
HDFC.NS,2021-05-27,2580.35,2580.35,2488.05,2508.85,2486.14,14037015
HDFC.NS,2021-05-26,2547.0,2575.0,2530.5,2567.55,2544.31,1839152
HDFC.NS,2021-05-25,2562.0,2570.4,2523.5,2530.5,2507.6,2641738
HDFC.NS,2021-05-24,2515.0,2558.8,2515.0,2540.9,2517.9,2655396
HDFC.NS,2021-05-21,2472.0,2525.95,2457.15,2518.05,2495.26,2711084
HDFC.NS,2021-05-20,2467.0,2488.0,2440.1,2445.0,2422.87,2551264
HDFC.NS,2021-05-19,2498.0,2517.0,2453.75,2459.85,2437.59,2031105
HDFC.NS,2021-05-18,2508.0,2527.0,2486.95,2502.85,2480.2,2843862
HDFC.NS,2021-05-17,2454.0,2495.0,2435.5,2486.45,2463.95,4452603
HDFC.NS,2021-05-14,2438.7,2443.95,2402.1,2422.0,2400.08,2254726
HDFC.NS,2021-05-12,2448.0,2448.0,2407.5,2438.7,2416.63,3167516
HDFC.NS,2021-05-11,2489.35,2502.0,2447.6,2464.2,2441.9,3728419
HDFC.NS,2021-05-10,2515.1,2563.7,2515.1,2531.35,2508.44,4289915
HDFC.NS,2021-05-07,2454.7,2507.3,2438.4,2496.75,2474.15,4829596
HDFC.NS,2021-05-06,2397.3,2435.0,2382.0,2430.1,2408.11,2400967
HDFC.NS,2021-05-05,2392.0,2403.0,2354.0,2377.6,2356.08,3458441
HDFC.NS,2021-05-04,2420.0,2435.0,2373.6,2377.2,2355.69,3134375
HDFC.NS,2021-05-03,2365.0,2432.95,2365.0,2418.5,2396.61,2984550
HDFC.NS,2021-04-30,2503.1,2525.0,2411.1,2420.1,2398.2,6023730
HDFC.NS,2021-04-29,2590.9,2628.0,2533.0,2538.85,2515.87,3004578
HDFC.NS,2021-04-28,2516.1,2609.0,2508.3,2577.0,2553.68,3407168
HDFC.NS,2021-04-27,2494.15,2526.8,2486.25,2518.4,2495.61,2040510
HDFC.NS,2021-04-26,2500.0,2534.1,2483.2,2509.8,2487.09,3915735
HDFC.NS,2021-04-23,2455.05,2504.15,2437.5,2497.35,2474.75,3143746
HDFC.NS,2021-04-22,2400.0,2485.0,2373.0,2479.7,2457.26,4513749
HDFC.NS,2021-04-20,2542.15,2544.0,2406.2,2415.9,2394.04,7364560
HDFC.NS,2021-04-19,2474.0,2510.0,2452.0,2492.35,2469.79,3549408
HDFC.NS,2021-04-16,2550.0,2589.8,2546.85,2574.05,2550.75,3133311
HDFC.NS,2021-04-15,2540.0,2555.0,2493.0,2547.15,2524.1,4198476
HDFC.NS,2021-04-13,2422.4,2523.1,2412.25,2512.95,2490.21,3831074
HDFC.NS,2021-04-12,2450.0,2454.45,2405.0,2419.85,2397.95,3772312
HDFC.NS,2021-04-09,2522.0,2556.0,2505.0,2531.5,2491.15,1255083
HDFC.NS,2021-04-08,2495.0,2530.9,2485.75,2502.55,2479.9,2510451
HDFC.NS,2021-04-07,2489.0,2507.8,2457.0,2482.7,2460.23,3510587
HDFC.NS,2021-04-06,2470.3,2486.85,2435.35,2472.3,2449.93,2882542
HDFC.NS,2021-04-05,2530.0,2531.0,2413.0,2445.85,2423.71,1617616800000
HDFC.NS,2021-04-01,2524.0,2536.95,2480.0,2531.45,2508.54,2620651
HDFC.NS,2021-03-31,2599.6,2599.6,2490.0,2498.1,2475.49,1617184800
HDFC.NS,2021-03-30,2569.3,2617.0,2555.25,2605.65,2582.07,1617098400
HDFC.NS,2021-03-26,2506.75,2548.0,2491.2,2532.75,2509.83,3271769
HDFC.NS,2021-03-25,2488.0,2491.6,2431.1,2470.75,2448.39,4758001
HDFC.NS,2021-03-24,2484.85,2503.5,2446.7,2465.75,2443.43,3165084
HDFC.NS,2021-03-23,2531.0,2541.35,2492.1,2509.9,2487.18,3980220
HDFC.NS,2021-03-22,2530.1,2547.35,2485.0,2531.85,2508.94,3367633
HDFC.NS,2021-03-19,2486.0,2567.0,2481.7,2531.65,2508.74,5276336
HDFC.NS,2021-03-18,2549.0,2561.45,2501.0,2514.6,2491.84,3459894
HDFC.NS,2021-03-17,2509.1,2542.0,2502.75,2515.55,2492.78,3362317
HDFC.NS,2021-03-16,2556.5,2562.65,2503.0,2510.4,2487.68,2443578
HDFC.NS,2021-03-15,2565.0,2568.0,2496.05,2535.5,2512.55,2905173
HDFC.NS,2021-03-12,2662.0,2667.95,2556.35,2568.0,2544.76,3486772
HDFC.NS,2021-03-10,2590.4,2609.4,2580.6,2599.8,2576.27,2569136
HDFC.NS,2021-03-09,2513.1,2584.4,2513.1,2577.3,2553.97,2877094
HDFC.NS,2021-03-08,2555.05,2560.0,2505.4,2510.25,2487.53,2176992
HDFC.NS,2021-03-05,2573.6,2579.9,2523.5,2543.9,2520.88,4253628
HDFC.NS,2021-03-04,2610.0,2610.0,2568.0,2582.95,2559.57,5314647
HDFC.NS,2021-03-03,2608.9,2664.15,2592.15,2654.9,2630.87,5639329
HDFC.NS,2021-03-02,2615.0,2615.0,2541.55,2564.0,2540.79,4085906
HDFC.NS,2021-03-01,2556.0,2614.6,2548.6,2606.0,2582.41,3595699
HDFC.NS,2021-02-26,2631.05,2631.05,2520.0,2539.4,2516.42,8770157
HDFC.NS,2021-02-25,2718.5,2739.0,2677.0,2684.7,2660.4,4757508
HDFC.NS,2021-02-24,2610.1,2662.85,2610.1,2628.6,2683.24,2024708
HDFC.NS,2021-02-23,2670.35,2677.9,2621.0,2628.6,2604.81,3022598
HDFC.NS,2021-02-22,2741.3,2741.3,2638.15,2651.95,2627.95,4090324
HDFC.NS,2021-02-19,2725.0,2765.0,2714.15,2741.3,2716.49,2274637
HDFC.NS,2021-02-18,2800.0,2806.0,2730.1,2745.15,2720.31,2937126
HDFC.NS,2021-02-17,2850.25,2856.6,2787.85,2805.35,2779.96,2873669
HDFC.NS,2021-02-16,2871.0,2896.0,2838.0,2858.65,2832.78,2294346
HDFC.NS,2021-02-15,2819.0,2868.0,2805.0,2860.45,2834.56,2847183
HDFC.NS,2021-02-12,2746.0,2809.0,2735.6,2791.5,2766.24,2921142
HDFC.NS,2021-02-11,2744.1,2767.6,2737.45,2760.6,2735.62,1935336
HDFC.NS,2021-02-10,2745.95,2780.0,2739.2,2767.1,2742.06,5602423
HDFC.NS,2021-02-09,2760.0,2784.0,2710.45,2747.05,2722.19,5585917
HDFC.NS,2021-02-08,2765.0,2765.0,2711.1,2733.35,2708.61,3806996
HDFC.NS,2021-02-05,2724.5,2767.8,2696.2,2721.5,2696.87,4574303
HDFC.NS,2021-02-04,2740.4,2742.0,2659.0,2707.75,2683.24,4107572
HDFC.NS,2021-02-03,2695.0,2734.5,2618.0,2703.55,2679.08,4782266
HDFC.NS,2021-02-02,2625.0,2762.95,2612.0,2659.0,2634.94,9253021
HDFC.NS,2021-02-01,2402.7,2602.1,2391.85,2579.25,2555.91,7104733
HDFC.NS,2021-01-29,2450.0,2460.0,2364.6,2377.8,2356.28,7346603
HDFC.NS,2021-01-28,2430.1,2454.0,2395.25,2425.75,2403.8,5282254
HDFC.NS,2021-01-27,2546.3,2546.3,2458.25,2467.0,2444.67,4858119
HDFC.NS,2021-01-25,2630.45,2670.0,2543.0,2551.4,2528.31,7761255
HDFC.NS,2021-01-22,2669.0,2678.75,2583.05,2589.45,2566.01,5013214
HDFC.NS,2021-01-21,2687.95,2698.0,2641.25,2663.0,2638.9,3199897
HDFC.NS,2021-01-20,2666.0,2711.9,2622.6,2688.15,2663.82,5770974
HDFC.NS,2021-01-19,2585.0,2680.8,2575.0,2656.95,2632.9,3569018
HDFC.NS,2021-01-18,2645.95,2647.4,2550.0,2566.5,2543.27,5153500
HDFC.NS,2021-01-15,2661.0,2688.45,2615.6,2632.75,2608.92,2581152
HDFC.NS,2021-01-14,2670.0,2699.0,2647.15,2684.05,2659.76,4253472
HDFC.NS,2021-01-13,2760.45,2777.15,2651.1,2670.9,2646.73,5580886
HDFC.NS,2021-01-12,2738.0,2760.0,2719.0,2747.55,2722.68,3411996
HDFC.NS,2021-01-11,2680.0,2762.0,2666.75,2751.2,2726.3,5939035
HDFC.NS,2021-01-08,2668.0,2674.4,2631.0,2657.5,2633.45,4496348
HDFC.NS,2021-01-07,2670.0,2709.35,2647.4,2661.35,2637.26,4105141
HDFC.NS,2021-01-06,2664.7,2665.0,2619.0,2638.85,2614.97,3400991
HDFC.NS,2021-01-05,2589.0,2659.45,2572.4,2651.85,2627.85,5870175
HDFC.NS,2021-01-04,2576.9,2592.35,2533.15,2578.5,2555.16,2795669
HDFC.NS,2021-01-01,2549.0,2593.3,2541.15,2568.75,2545.5,2053979
HDFC.NS,2020-12-31,2518.7,2575.0,2504.4,2558.65,2535.49,4956047
HDFC.NS,2020-12-30,2518.95,2525.0,2483.0,2518.05,2495.26,2901959
HDFC.NS,2020-12-29,2480.0,2530.0,2480.0,2518.95,2496.15,4489378
HDFC.NS,2020-12-28,2467.0,2485.0,2436.6,2476.45,2454.04,2085270
HDFC.NS,2020-12-24,2417.0,2464.65,2411.05,2455.15,2432.93,2722984
HDFC.NS,2020-12-23,2398.0,2419.65,2376.75,2403.05,2381.3,2605244
HDFC.NS,2020-12-22,2415.0,2439.9,2360.5,2403.65,2381.9,4831422
HDFC.NS,2020-12-21,2468.0,2478.95,2370.45,2414.8,2392.95,3573840
HDFC.NS,2020-12-18,2482.0,2489.0,2431.0,2479.4,2456.96,4185622
HDFC.NS,2020-12-17,2434.9,2509.0,2420.15,2494.6,2472.02,7378960
HDFC.NS,2020-12-16,2377.95,2443.4,2365.5,2424.65,2402.71,6532129
HDFC.NS,2020-12-15,2290.5,2357.4,2282.7,2350.35,2329.08,5056059
HDFC.NS,2020-12-14,2306.7,2315.65,2270.55,2302.65,2281.81,3159976
HDFC.NS,2020-12-11,2307.0,2317.7,2272.0,2295.9,2275.12,4577292
HDFC.NS,2020-12-10,2300.0,2303.0,2267.0,2289.1,2268.38,2544756
HDFC.NS,2020-12-09,2318.0,2334.65,2280.6,2306.7,2285.82,3302490
HDFC.NS,2020-12-08,2315.0,2340.0,2292.05,2309.75,2288.85,5262470
HDFC.NS,2020-12-07,2240.0,2309.7,2221.2,2303.8,2282.95,4910062
HDFC.NS,2020-12-04,2253.95,2284.9,2231.6,2245.9,2225.57,3244978
HDFC.NS,2020-12-03,2287.0,2289.45,2235.0,2253.95,2233.55,4528519
HDFC.NS,2020-12-02,2300.0,2304.0,2252.5,2276.35,2255.75,3190069
HDFC.NS,2020-12-01,2237.0,2324.0,2217.65,2306.95,2286.07,7031363
HDFC.NS,2020-11-27,2240.0,2272.45,2202.2,2256.25,2235.83,10165519
HDFC.NS,2020-11-26,2197.15,2245.0,2187.65,2238.4,2218.14,5025688
HDFC.NS,2020-11-25,2228.0,2252.15,2179.3,2191.35,2171.52,6150165
HDFC.NS,2020-11-24,2272.25,2272.25,2209.55,2217.7,2197.63,4944940
HDFC.NS,2020-11-23,2344.2,2347.85,2230.1,2250.8,2230.43,6995200
HDFC.NS,2020-11-20,2330.0,2386.55,2326.55,2334.8,2313.67,5318923
HDFC.NS,2020-11-19,2336.0,2351.9,2311.0,2324.6,2303.56,6936346
HDFC.NS,2020-11-18,2336.7,2369.4,2320.3,2364.9,2343.5,4344114
HDFC.NS,2020-11-17,2339.9,2364.75,2307.4,2349.0,2327.74,7392326
HDFC.NS,2020-11-14,2320.0,2329.35,2304.0,2311.25,2290.33,374286
HDFC.NS,2020-11-13,2320.0,2323.3,2284.0,2306.75,2285.87,3999495
HDFC.NS,2020-11-12,2297.25,2343.8,2267.45,2332.1,2310.99,6398106
HDFC.NS,2020-11-11,2279.0,2337.0,2273.0,2324.3,2303.26,7234852
HDFC.NS,2020-11-10,2185.0,2288.8,2175.55,2272.1,2251.54,8512543
